;;;;;;;;Office_Country_Code;; 
PMM0V2;1414636416;nan;40;2456696;nan;1409946240;ICN;ZA;HKG;nan
ZD2WB4;1444443904;nan;40;2457194;nan;1444944384;YVR;FR;CDG;nan
8JBXM7;1443624960;nan;40;2457180;nan;1442940544;ORY;FR;EZE;nan
P6Y58F;1447809792;nan;40;2457139;nan;1444370944;SFO;DE;FRA;nan
ZUIKN6;1438101888;B;40;2457194;nan;1438679424;TMP;US;IAH;nan
KVSXYQ;1453000704;nan;40;2457244;nan;1449627904;ICN;SE;ARN;nan
2TTAZG;1462228992;nan;40;2457403;nan;1460849792;DXB;SG;SIN;nan
PTOYKF;1416976640;nan;40;2456742;nan;1410648832;SFO;GB;DUB;nan
EDGKQV;1442628992;nan;40;2457138;nan;1443517952;CTU;TN;TUN;nan
NVL0Y4;1410093440;nan;20;2456773;nan;1410884096;VIE;FI;HEL;nan
XCUL3L;1454473856;B;40;2457373;nan;1453921024;DFW;US;MIA;nan
9N0J2V;1438809856;nan;40;2457204;nan;1439457152;JNB;CZ;PRG;nan
DT4QAW;1451858560;B;40;2457340;nan;1451628288;AMS;GB;LHR;nan
HH0HA6;1448109824;nan;40;2457280;nan;1448738688;PRG;FI;WAW;nan
SLZJPA;1447647488;nan;40;2457203;nan;1444402560;BKK;IN;DEL;nan
IEBI0G;1447601280;nan;40;2457240;nan;1445438080;SIN;PT;BKK;nan
RUOBOZ;1442652928;B;40;2457208;nan;1441897088;LBV;PH;MNL;nan
BEPS2Q;1422993792;nan;40;2457038;nan;1423888896;PTY;CO;MDE;nan
47DFD5;1441002624;nan;20;2457148;nan;1441796864;BLQ;DE;CDG;nan
6N5AAX;1446728320;nan;40;2457328;nan;1446424576;PTY;ES;BCN;nan
3V5RCF;1433024384;nan;40;2456980;nan;1428746496;DPS;DE;MUC;nan
GAZJFL;1443896704;B;40;2457239;nan;1444246144;TBP;IE;DUB;nan
07QS6M;1441572864;L;40;2457128;nan;1441025024;OPO;AT;VIE;nan
0RKFAA;1418500352;nan;40;2456990;nan;1418062848;ZAG;SE;GOT;nan
9YMRLO;1448805504;nan;40;2457252;nan;1447636096;ZAG;HR;OER;nan
SV01GC;1443972480;nan;40;2457218;nan;1441811584;GRU;NL;BGO;nan
JKKY7N;1430909824;nan;20;2457035;nan;1426885376;MEL;DK;CPH;nan
37ISKG;1440975232;nan;40;2457245;nan;1439967744;GIG;AR;MRS;nan
4B77GU;1449008256;L;40;2457248;nan;1447941120;ZRH;DE;BSL;nan
CQUDJR;1453692928;nan;40;2457275;nan;1450881280;MCT;FR;GVA;nan
DTBCU6;1437725056;nan;40;2457224;nan;1440334976;HAJ;US;BCN;nan
P5QGG4;1441203328;nan;40;2457199;nan;1440768896;LIM;AR;EZE;nan
R8TX15;1423724672;nan;40;2456965;nan;1422609664;LHR;GB;DEL;nan
F2FHX3;1443613696;nan;40;2457249;nan;1444406656;ATH;GR;LCA;nan
ISI0GX;1440637568;nan;40;2457217;nan;1442120192;BRU;SI;LJU;nan
5NXS9D;1446272384;nan;40;2457294;nan;1446078336;DUS;IT;TXL;nan
DSEZ5W;1460530048;nan;40;2457391;nan;1457323136;ZRH;AT;VIE;nan
S7MBW9;1429512960;nan;40;2456949;nan;1426308224;PRG;NL;MUC;nan
18DSJX;1446389632;B;40;2457258;nan;1446278912;PTP;FR;ORY;nan
S36IG4;1441775360;nan;40;2457245;nan;1442711680;LGW;PT;LIS;nan
K7EI65;1450787200;B;40;2457363;nan;1451537536;CPH;FI;HEL;nan
3N3GQK;1441493120;nan;20;2457281;nan;1443268352;UAQ;GB;MIO;nan
6JH7MF;1447198464;nan;40;2457166;nan;1444114176;MNL;IN;DEL;nan
Q5S5MP;1412050048;nan;40;2456926;nan;1413595136;HEL;PL;WAW;nan
8LGWPK;1446672256;nan;40;2457232;nan;1444091136;LAX;FR;CDG;nan
BMPK2P;1443939328;nan;40;2457198;nan;1443945344;EWR;GB;LHR;nan
7WS2WA;1461128320;nan;20;2457423;nan;1462162304;WAW;MX;MEX;nan
IAJCD5;1438590080;B;30;2457151;nan;1436696960;KUL;SE;ARN;nan
CILOQK;1422965632;nan;40;2457022;nan;1422164096;LIS;PT;LIS;nan
L86RNN;1433789056;nan;40;2457072;nan;1432139776;SFO;IL;TLV;nan
1BVYM7;1441101312;nan;40;2457235;nan;1439923456;GIG;PT;LIS;nan
X5CWJU;1419098368;L;20;2456914;nan;1418974208;LHR;SE;AMS;nan
ZK72IG;1475653376;nan;40;2457465;nan;1474239616;CDG;SE;ARN;nan
C0PPW0;1440946816;nan;40;2457236;nan;1437434240;BCN;DE;VIE;nan
18AYGS;1441220352;nan;40;2457237;nan;1442896512;WAW;UA;ELS;nan
EGIM8P;1441265792;nan;40;2457259;nan;1441533568;BKK;DE;MUC;nan
EVH4E7;1424195072;L;40;2457034;nan;1424703488;KKN;NO;OSL;nan
X7L1B4;1446784128;nan;40;2457252;nan;1445078400;CTS;TH;MVD;nan
JSVWNT;1439927680;nan;40;2457095;nan;1438169344;MCO;GB;MAN;nan
40WY6I;1412376192;nan;40;2456807;nan;1408178304;BCN;SE;GOT;nan
XC8UJM;1402361856;nan;40;2456737;nan;1401410944;LUX;ES;PMI;nan
Y3IFNJ;1447897216;nan;40;2457317;nan;1448962304;CDG;FR;SIS;nan
3VA9F9;1444676864;nan;40;2457292;nan;1446110208;CMN;RU;DME;nan
NA6I7Y;1421227776;nan;20;2457055;nan;1421980544;DAC;SA;CAI;nan
06HSV7;1402542080;nan;40;2456807;nan;1402850432;FRA;BE;BRU;nan
Y8Y5G6;1442521344;nan;40;2457179;nan;1442017280;LAX;TH;BKK;nan
DNFZ97;1435071360;nan;40;2457159;nan;1433782400;SIN;DE;FRA;nan
7V2W1Z;1443339136;nan;40;2457220;nan;1443671680;JED;GB;LHR;nan
4JRKZ0;1400222208;L;40;2456606;nan;1397445376;DMM;SA;RUH;nan
YF2KGU;1448771840;nan;40;2457297;nan;1449432832;BRU;BE;MLA;nan
28PVBY;1440697088;nan;40;2457145;nan;1436926720;MAO;US;DME;nan
0Y5U2S;1439612672;nan;40;2457176;nan;1439709952;VCE;DE;VRN;nan
K60ATC;1438294784;L;40;2457149;nan;1436220544;MCO;QA;DOH;nan
Z3USPC;1441475712;nan;40;2457191;nan;1440794368;ORD;KR;CTA;nan
SX0NYI;1411868288;nan;40;2456865;nan;1413153024;GVA;FI;HEL;nan
WBMTF1;1439505792;nan;40;2457269;nan;1442278784;SAW;DK;HAM;nan
XGRPZO;1443066240;nan;40;2457224;nan;1441469952;LOS;BR;POA;nan
MLCZ8Y;1471378304;L;40;2457467;nan;1471067136;MIA;ES;MAD;nan
BX4OLO;1418427008;nan;40;2456946;nan;1417124864;MAN;CA;YWG;nan
CZ5YC3;1448332160;L;40;2457054;nan;1446605568;SGU;RU;MRS;nan
1261I3;1440899456;nan;40;2457181;nan;1438903168;HAM;DE;FRA;nan
I8QGZF;1412382976;nan;40;2456905;nan;1410391296;IST;SA;JED;nan
DKPGIC;1405895168;nan;40;2456715;nan;1406361728;VIE;AT;MUC;nan
XHS6X6;1439254400;nan;40;2457276;nan;1439071872;LIS;NO;OSL;nan
WZ8102;1471597568;nan;40;2457468;nan;1471140864;HEL;SE;ARN;nan
VJ7U47;1446722688;nan;40;2457322;nan;1445160320;MNL;SE;ARN;nan
XH2GEG;1440350208;nan;40;2457200;nan;1439490688;ORD;IE;DUB;nan
2EM5IX;1412899584;nan;40;2456711;nan;1409317504;JFK;FR;LGW;nan
5FZOUI;1454320768;L;40;2457151;nan;1451410176;BKK;DK;CPH;nan
GNI678;1444173184;nan;20;2457200;nan;1446368000;LHR;GB;LHR;nan
J2N6ZC;1423245440;L;40;2456972;nan;1421162368;LED;NO;FRA;nan
DEQOGI;1441848064;nan;40;2457207;nan;1441113344;FAO;FR;ORY;nan
57CMLO;1422833152;nan;40;2457036;nan;1422144768;LIS;SE;AAR;nan
7UVSTV;1426439168;L;40;2456903;nan;1424806272;JFK;FI;CCS;nan
L3WGYA;1447907328;nan;40;2457248;nan;1445240448;BOG;PE;MDE;nan
8C0F3Q;1450357888;nan;40;2457268;nan;1450453376;GVA;FR;GVA;nan
ITWXXK;1419071488;nan;40;2457036;nan;1417878400;DBV;US;ORD;nan
KS68DS;1441195520;B;40;2457197;nan;1441336192;HAN;FR;CDG;nan
9L4GKL;1437644416;nan;40;2457224;nan;1438704768;JNB;ES;ELS;nan
02ZD0S;1442305664;nan;40;2457312;nan;1445374208;MUC;GR;BGY;nan
XJZP3R;1439928320;nan;40;2457266;nan;1443749632;SMR;CO;BOG;nan
68G2TW;1422567424;nan;20;2456934;nan;1424176640;AMM;UY;MVD;nan
D9EJBZ;1413222912;nan;20;2456805;nan;1410403456;TPE;TH;ICN;nan
D2WLTD;1450886400;B;40;2457393;nan;1452112512;VIE;US;PRG;nan
KA7M0W;1436901376;L;40;2457087;nan;1432570496;BCN;DE;OSL;nan
H9W5N7;1444713600;nan;40;2457239;nan;1446005888;JFK;DE;TXL;nan
T4AJH3;1446865280;nan;40;2457224;nan;1444569856;BKK;TH;GVA;nan
RIPJOA;1448089728;B;40;2457339;nan;1449056896;KSJ;ZA;JNB;nan
AKXQ1L;1442721408;nan;40;2457226;nan;1441730944;TXL;DE;HAM;nan
VV63PG;1452907264;nan;40;2457293;nan;1452825344;BRU;IT;ZAG;nan
O9QQRY;1446483840;nan;40;2457281;nan;1446806528;MAD;ES;BIO;nan
55OQ7A;1442612864;nan;40;2457264;nan;1442505344;MEL;IN;DEL;nan
QJL8YX;1447801216;nan;20;2457265;nan;1447762048;AEP;AR;EZE;nan
2ZNERR;1439396224;B;40;2457249;nan;1441034240;LAX;US;HID;nan
MHTRE3;1438961920;nan;40;2457059;nan;1435022464;MIA;IN;MAA;nan
N64GNG;1449590784;nan;20;2457237;nan;1446588032;HKG;HK;HKG;nan
MIXTM1;1458008960;nan;40;2457400;nan;1458132096;AUA;ES;SVQ;nan
PA6UWI;1440968320;nan;40;2457250;nan;1440220160;PMI;ES;PMI;nan
QA4OCF;1437908224;B;40;2457226;nan;1438898176;SVX;IE;LCY;nan
PEHXZG;1444098944;B;40;2457253;nan;1443490560;COK;US;IAD;nan
2R52Q6;1450088704;B;40;2457227;nan;1449847168;JFK;NO;OSL;nan
ME80CR;1444726784;nan;40;2457253;nan;1444699904;LOS;NZ;AKL;nan
PE455T;1451392256;nan;40;2457345;nan;1450790272;LAX;SG;SIN;nan
28VT4Q;1447546496;nan;40;2457290;nan;1446996608;JFK;AR;AEP;nan
9LO6RD;1448930560;nan;40;2457277;nan;1446558208;MIA;IL;TLV;nan
SVRQ77;1442528256;nan;40;2457207;nan;1442242688;CPH;BE;BRU;nan
JB0JCX;1434803968;nan;40;2457100;nan;1435794048;GRU;ZA;MAD;nan
0HWOTZ;1458455808;nan;40;2457319;nan;1456059776;SYD;AU;SYD;nan
0Y8I7L;1408971776;nan;40;2456850;nan;1406957824;MUC;DE;CPH;nan
OF80OT;1454623744;nan;40;2457398;nan;1455973120;FTE;FR;AEP;nan
ZW5QCL;1421041152;nan;40;2457057;nan;1420234880;GIG;AR;EZE;nan
UXC7PX;1407928704;nan;20;2456956;nan;1405012864;DXB;AE;AUH;nan
BAA9S9;1455930624;nan;40;2457367;nan;1454649344;PMI;DE;HAM;nan
AGVTWB;1441174016;nan;40;2457137;nan;1440718464;CDG;FR;CDG;nan
MAT9DZ;1458833664;nan;20;2457389;nan;1458890112;PVG;SG;BKK;nan
GKARJF;1442105216;nan;40;2457219;nan;1443238912;CMB;FR;CDG;nan
LD968L;1447464448;L;40;2457151;nan;1448325760;DPS;NL;AMS;nan
1RGBWM;1451436544;nan;40;2457311;nan;1450284800;ZNZ;GB;LHR;nan
W5YL5X;1440315520;B;40;2457221;nan;1440233216;TXL;SE;ARN;nan
LMTPFE;1453587328;L;40;2457393;nan;1453560192;KKC;SE;ARN;nan
GZ1WJQ;1447533952;nan;40;2457225;nan;1446725248;OSL;NO;KRS;nan
IJZKKW;1437991296;nan;40;2457249;nan;1441592192;CTG;CO;PEI;nan
R8IWWL;1449677952;nan;40;2457233;nan;1448584704;AGP;AU;ARN;nan
8UOR7B;1444691968;nan;40;2457225;nan;1443744768;IKA;PL;KRK;nan
OPYN61;1428278912;nan;40;2457050;nan;1427384448;MAN;HR;ZAG;nan
SWEGFT;1402830336;nan;40;2456844;nan;1403787776;NCE;RO;BRU;nan
XJ9HIX;1461254912;nan;40;2457417;nan;1459920384;CPT;DE;LFR;nan
ODMN8Y;1445581312;nan;40;2457255;nan;1443114624;CPH;SE;LHR;nan
W0FUVX;1439751040;nan;40;2457250;nan;1440877952;DEL;IN;FCO;nan
GHRZ80;1434599936;L;40;2456761;nan;1429302784;BKK;SE;ARN;nan
WIHRDG;1432553472;nan;40;2457038;nan;1432283008;USH;MA;CMN;nan
35BM8D;1441155968;nan;20;2457234;nan;1444112128;CHC;GR;ATH;nan
ZLTGXA;1423747456;nan;40;2457033;nan;1423007488;MRU;DE;TXL;nan
V0IE0F;1439822464;L;40;2457185;nan;1439188992;CCJ;IL;TLV;nan
ZP3ZRT;1448063488;nan;40;2457172;nan;1446459776;BMA;PL;ZAG;nan
M1ER7I;1437862272;nan;40;2457234;nan;1440425088;KBP;US;ORD;nan
H50GQM;1417650816;nan;40;2456980;nan;1418490752;MAD;ES;GYE;nan
KM3I24;1440257664;B;40;2457237;nan;1442681600;KME;ZA;BCN;nan
AZMPNQ;1421129216;nan;40;2456988;nan;1422251136;LAS;AU;MEL;nan
HWS0DH;1408855680;L;40;2456920;nan;1408737664;KRS;NO;OSL;nan
G17DB4;1454620800;nan;40;2457405;nan;1455939072;HAV;PA;BOG;nan
YWUZ4I;1442577536;nan;40;2457302;nan;1444260352;RIX;RU;SVO;nan
FHLJKR;1446853504;nan;40;2457208;nan;1445088128;LAX;CH;ZRH;nan
T1RFW4;1444907392;nan;40;2457257;nan;1444540928;HAM;SA;RUH;nan
AZ59JZ;1446976384;nan;20;2457300;nan;1446619776;YYZ;SA;JED;nan
B447Y2;1411588992;nan;40;2456726;nan;1411709824;JFK;NL;CDG;nan
7BG5W4;1439316096;nan;40;2457036;nan;1437656320;EZE;DE;DUS;nan
CAIMOU;1448241024;nan;40;2457281;nan;1447342848;VOZ;DE;NUE;nan
G26OBF;1441618944;nan;40;2457229;nan;1443543040;TIV;ES;SVO;nan
W686IR;1442632704;nan;20;2457242;nan;1445245696;PTY;PA;BOG;nan
OO2NJF;1422545024;nan;40;2457025;nan;1420773248;BNE;DE;HAM;nan
M6Y8GZ;1420968960;L;40;2456867;nan;1417201920;MCO;FR;MDC;nan
4Z138J;1441316096;B;40;2457238;nan;1441980032;KIN;US;SMF;nan
425P3S;1449667840;nan;40;2457283;nan;1447717760;LIS;FR;CDG;nan
3PYQEM;1439067776;nan;40;2457249;nan;1440332160;TNR;FR;CDG;nan
OAORBQ;1448224512;nan;40;2457314;nan;1446742272;LED;DE;AEP;nan
63SI6C;1430257408;nan;40;2456980;nan;1430112384;GYE;ES;MAD;nan
2G2L1U;1445206912;nan;40;2457248;nan;1444165120;MAD;DE;DUS;nan
XV57MR;1439943680;nan;40;2457258;nan;1441623936;BLQ;FR;SFO;nan
OZSISX;1437140480;nan;40;2457163;nan;1437096960;BIO;MX;MEX;nan
CW5715;1444437248;nan;40;2457277;nan;1442260864;ORY;RU;KBP;nan
75UBAD;1427542912;nan;40;2457116;nan;1426258048;DXB;DK;AAL;nan
3FC4L5;1443767296;nan;40;2457231;nan;1443119616;SXF;KZ;JNB;nan
IK0165;1441208832;nan;40;2457227;nan;1440058752;KUL;DE;ALC;nan
80WDGL;1439146368;nan;40;2457292;nan;1441078656;FOC;GL;NBO;nan
338DTT;1449889536;nan;40;2457324;nan;1450282240;AGP;ES;NCE;nan
29JG5I;1455493120;B;40;2457382;nan;1455992448;IAD;BE;AMS;nan
54KZNH;1456750464;B;40;2457312;nan;1456507520;CID;US;MRS;nan
IB455N;1416647936;nan;40;2456915;nan;1413404288;ORY;RO;OTP;nan
818LPE;1445887232;nan;40;2457251;nan;1444282752;CPT;NZ;AKL;nan
GBEF4B;1440987648;nan;20;2457235;nan;1442745984;ZDH;KW;KWI;nan
8MP8FB;1454194304;nan;40;2457362;nan;1452387456;CPH;MA;SOF;nan
SCDAZC;1413774976;nan;40;2456882;nan;1413144192;ATH;GB;DME;nan
2AW9CI;1456734592;L;40;2457367;nan;1454680320;IAD;IT;LIN;nan
O5DM5W;1442867584;nan;40;2457281;nan;1444391808;BGA;CO;BOG;nan
QFPZ2S;1447207040;B;40;2457316;nan;1448228864;SJO;US;SFO;nan
G99VZX;1445868672;nan;40;2457199;nan;1441564928;NAP;US;SJZ;nan
YRM602;1438628864;B;40;2457178;nan;1438556800;DUB;MX;MEX;nan
0DKAME;1444379520;B;40;2457270;nan;1444021120;ARN;SE;MMX;nan
UV2FH0;1415318400;nan;40;2456985;nan;1413534976;CPH;SE;ARN;nan
OO4675;1452605568;nan;40;2457222;nan;1451226880;BKK;FI;HEL;nan
E4OV6D;1439574656;nan;40;2457173;nan;1438990080;KTM;QA;DOH;nan
Z4P30I;1454624384;nan;40;2457163;nan;1450520576;JFK;US;LAX;nan
V8DDNB;1445717248;nan;40;2457207;nan;1438697088;YYZ;IN;MAN;nan
C9YUK1;1450146176;nan;40;2457178;nan;1446830464;JFK;GB;LHR;nan
URH169;1455863040;nan;40;2457357;nan;1453069312;TPE;CZ;SFO;nan
HXJX1L;1426055040;nan;40;2456909;nan;1422039808;BKK;FR;CDG;nan
D2AXO7;1454072576;L;40;2457262;nan;1453599872;LAX;DE;ZRH;nan
G0BJQH;1475576448;B;20;2457443;nan;1472491520;ZRH;NL;AMS;nan
VJ7G5T;1440508800;B;40;2457286;nan;1440167680;GOT;BE;ALG;nan
M5OPMX;1432249984;nan;40;2457057;nan;1431083264;BKK;TH;BKK;nan
PUJ8V6;1439059328;nan;40;2457227;nan;1438560512;LGA;RU;EFL;nan
RFQKNR;1450363776;nan;40;2457370;nan;1450423168;LIS;GB;LCY;nan
88RWHO;1443886848;L;40;2457243;nan;1444124288;AMS;NL;LIS;nan
WV2G1X;1453267456;nan;30;2457390;nan;1455015424;CLO;ES;LAD;nan
9R0HS5;1460843392;nan;40;2457250;nan;1456770048;SYD;DE;FRA;nan
94BBXE;1447698560;nan;40;2457333;nan;1447240832;IKA;NO;HAD;nan
8268BM;1444940416;nan;40;2457234;nan;1443737728;JFK;ES;LIM;nan
YGCXZS;1443586176;L;40;2457227;nan;1443111552;JNB;NO;CPH;nan
WFTHSW;1450996480;B;40;2457398;nan;1451418752;DUB;CH;ZRH;nan
U2Z3PO;1442229504;nan;40;2457240;nan;1442807808;SVO;SV;BOG;nan
EFKQVK;1438770048;nan;40;2457273;nan;1440398080;PVG;RU;LAD;nan
R29RX7;1421371648;nan;40;2456966;nan;1419817088;PEK;KR;ICN;nan
CLMFNB;1448147200;nan;40;2457220;nan;1447985664;JFK;IN;DEL;nan
A2LR6S;1446492672;nan;40;2457254;nan;1445850880;LIS;BR;POA;nan
SWD42N;1416786560;nan;40;2456949;nan;1417854848;CLO;CO;BOG;nan
ZWYCP7;1461689600;nan;20;2457401;nan;1462053632;EZE;AT;MXP;nan
89P56W;1440729984;nan;40;2457174;nan;1440867456;LHR;US;DFW;nan
MH0FQJ;1446489344;L;40;2457265;nan;1445650304;BKK;TH;CNX;nan
T785JW;1453438720;nan;40;2457354;nan;1453253504;CCS;UY;BKK;nan
MA703U;1439608192;nan;40;2457221;nan;1438730880;DXB;GH;SNN;nan
P2MTPE;1442904448;nan;20;2457262;nan;1444759552;BRU;BE;BRU;nan
8NNSIG;1450046976;B;40;2457353;nan;1451374720;SCL;MX;MEX;nan
HFGNQZ;1461807616;L;40;2457135;nan;1457374848;BKK;FR;CDG;nan
U1CVYH;1454828672;nan;40;2457286;nan;1453464960;LHR;SE;UME;nan
M1UXVL;1441808896;nan;40;2457265;nan;1442863488;ORN;FR;LYS;nan
YGHVC7;1448018176;nan;40;2457175;nan;1445163520;TLV;DE;LAX;nan
YULZGV;1409901824;nan;40;2456841;nan;1408152832;TXL;TR;MVD;nan
EW4ZNN;1453568256;nan;40;2457264;nan;1451450112;NRT;SE;ARN;nan
JY0ZL1;1435253248;B;40;2457199;nan;1437153152;TAM;NO;JNB;nan
38E5ML;1441286272;B;40;2457275;nan;1439411200;SFO;IT;FCO;nan
N7N1PR;1441387008;nan;40;2457184;nan;1440691456;NAP;DE;BRE;nan
LYOXZC;1440528000;nan;40;2457265;nan;1441904128;VIE;DE;GVA;nan
5MTZXV;1403242496;nan;40;2456798;nan;1402494080;OSL;NO;AES;nan
M8CQEA;1464142848;B;40;2457415;nan;1462490752;BKK;NL;AMS;nan
B0ETEC;1414030592;nan;40;2456847;nan;1411222400;HAN;US;DFW;nan
VFG2X5;1443729536;nan;40;2457284;nan;1443115520;AMM;SA;RUH;nan
URFAD3;1447621120;nan;40;2457285;nan;1445058560;FCO;UA;KBP;nan
B481AY;1449606272;L;40;2457310;nan;1449155072;LHR;GB;LHR;nan
RQR56Y;1420836992;nan;40;2457085;nan;1423564544;LJU;CO;UIO;nan
8C6SR0;1462836864;nan;40;2457396;nan;1460999808;DFW;GB;LHR;nan
ZSFGVN;1439749888;B;40;2457221;nan;1442007424;WRO;NO;GDN;nan
AI77EW;1444902528;nan;40;2457243;nan;1443136896;BEG;RS;JED;nan
SZ1LOT;1468652160;L;40;2457214;nan;1463411840;BKK;SA;RUH;nan
4IOAWQ;1422894464;nan;40;2457056;nan;1422144768;MUC;DE;ARN;nan
QZZO3I;1446704896;nan;40;2457268;nan;1447688192;MAD;FR;BKK;nan
T5YIEU;1439770112;nan;40;2457171;nan;1440290304;MRS;FR;LYS;nan
U48L1F;1426905728;nan;40;2457229;nan;1425788288;SYD;DE;FCO;nan
QGF6U2;1440409216;nan;40;2457243;nan;1442030592;ZAG;FR;SXB;nan
XUL8L1;1435725440;nan;20;2457075;nan;1435495424;IGR;CH;GVA;nan
VZ8IAV;1449790720;nan;40;2457286;nan;1448952832;PMR;DE;TXL;nan
YTW7CJ;1452499072;L;40;2457306;nan;1451574016;GVA;AU;SYD;nan
4T78AF;1455592448;nan;40;2457322;nan;1451104640;CMN;NZ;CHC;nan
SB483S;1445036160;nan;40;2457240;nan;1445291008;BCN;VE;CCS;nan
OENSNN;1434783872;nan;30;2457142;nan;1434214144;IBZ;DE;FRA;nan
3SHH85;1456787072;B;40;2457372;nan;1455518464;TXL;NL;AMS;nan
4AHMFR;1443343232;nan;40;2457228;nan;1443306112;UIO;ES;MAD;nan
07TLD9;1443819520;L;40;2457240;nan;1442508032;JFK;CA;YYZ;nan
X2H92M;1460530944;nan;40;2457368;nan;1461117440;HAV;FR;BJV;nan
XHAWAV;1421458304;nan;40;2456987;nan;1420988288;AGP;NO;OSL;nan
BL0234;1426153984;nan;40;2457068;nan;1424064768;MLA;FR;CDG;nan
PIE236;1439637376;nan;40;2457224;nan;1439971072;FCO;DK;CPH;nan
FMH83U;1462278016;L;40;2457432;nan;1461676160;HUI;NL;BKK;nan
Y7YYHX;1437176064;nan;40;2457240;nan;1438084992;FCO;RU;SVO;nan
JMYIUC;1402714752;nan;40;2456726;nan;1402230656;BEY;AE;DXB;nan
N5V3JP;1427121152;nan;40;2457242;nan;1426871168;TRD;NO;OSL;nan
EHVNCT;1451329024;nan;40;2457278;nan;1450775296;BNE;RU;SVO;nan
H0H5NU;1426734848;nan;20;2457090;nan;1427915392;MAD;PA;PTY;nan
AFLORM;1448227840;nan;40;2457319;nan;1448751616;UIO;ES;MAD;nan
ODY1W8;1449853696;nan;40;2457290;nan;1448505344;SVO;FR;AMS;nan
S4PK8M;1427764096;nan;40;2457071;nan;1427947648;FCO;IT;TRN;nan
FIBR8T;1463878144;L;40;2457462;nan;1463171840;BCN;UA;KBP;nan
ZTLLKN;1450257536;B;40;2457294;nan;1448075264;YUL;IE;YYZ;nan
KCPMXZ;1443278208;nan;20;2457218;nan;1443360640;SHE;DE;VIE;nan
TNUJZE;1439958016;nan;40;2457184;nan;1438600320;ZRH;FI;HEL;nan
3U21CS;1423082496;nan;40;2456940;nan;1420654848;BNE;DE;TXL;nan
YXA451;1438931840;nan;40;2457357;nan;1439190272;USM;SA;CPH;nan
GUD5OJ;1454039296;B;40;2457242;nan;1451323520;GRU;FR;CDG;nan
P21R8I;1426189056;nan;40;2457042;nan;1425857664;MDE;US;SEA;nan
SJDGDB;1432811264;L;20;2457143;nan;1431417728;PEK;SE;CPH;nan
MTOMDH;1407362944;nan;40;2456708;nan;1403684864;MRU;NL;AMS;nan
IN34AP;1443766784;nan;40;2457125;nan;1443754496;SJJ;HK;HKG;nan
NE4WHT;1468008064;B;40;2457464;nan;1467636352;OSL;PT;BGO;nan
XXBD7U;1441175040;nan;40;2457237;nan;1442446848;LHR;GR;ATH;nan
PJ1BI9;1402750976;nan;40;2456740;nan;1399798272;PRG;SE;ARN;nan
IMNRZ7;1414696704;nan;40;2456944;nan;1413414400;LHR;DE;ARN;nan
K93B66;1452312704;nan;40;2457345;nan;1452106240;LHR;GR;SKG;nan
BAZKJ5;1417870592;nan;40;2456926;nan;1414116992;TUN;NO;OSL;nan
2ZLD84;1434906368;nan;40;2457155;nan;1435402112;PTY;US;JFK;nan
VWTDQV;1440523008;nan;40;2457204;nan;1440796288;TIA;ES;VLC;nan
1UGYQV;1407005696;nan;40;2456743;nan;1406658560;CDG;PT;AAL;nan
HF977X;1446820352;nan;30;2457227;nan;1446147712;KGD;DK;CPH;nan
1GTI2T;1435970048;B;40;2457231;nan;1437456128;IST;US;CSX;nan
ORAA8U;1441855872;nan;40;2457208;nan;1441608832;TRN;CZ;MTJ;nan
9XDJZN;1426114176;L;40;2457018;nan;1425468800;MOQ;SG;SIN;nan
Y5IUOI;1406164736;nan;40;2456928;nan;1407758848;ATH;NL;AMS;nan
25MQ57;1434472448;nan;40;2457145;nan;1435915392;DKR;ES;BCN;nan
7F0Y7X;1442536064;nan;40;2457271;nan;1443854976;RUH;SA;CAI;nan
MDUXVN;1441515136;B;40;2457270;nan;1442101120;NBO;US;ORD;nan
DOM3XD;1442450176;nan;40;2457233;nan;1442190208;ALC;SE;GOT;nan
F0RICB;1418021248;nan;40;2456942;nan;1417571968;GRU;ES;MAD;nan
YOHILG;1439953152;nan;40;2457174;nan;1441136896;TIV;RU;SVO;nan
JZDSSV;1421820032;nan;40;2457028;nan;1423897984;WAW;PL;PEK;nan
AUZD03;1445470976;nan;40;2457282;nan;1445156480;JFK;AR;AEP;nan
NRWXSD;1449154176;nan;40;2457248;nan;1447221120;MRS;FR;NOU;nan
HA4YU2;1438635776;nan;20;2457211;nan;1442073856;JED;IN;BOM;nan
0E0IRV;1443028992;nan;40;2457216;nan;1442024960;TXL;DE;MUC;nan
KWHB2F;1444441984;nan;40;2457212;nan;1443072640;ICN;DE;FRA;nan
TH08LG;1446247936;nan;40;2457264;nan;1446373120;CDG;FR;REO;nan
O7PSK0;1405671552;nan;40;2456787;nan;1405310080;CPH;KR;BKK;nan
WKXK0V;1421222272;L;40;2457036;nan;1421171584;SUB;ID;CGK;nan
S4RNAI;1443387520;nan;40;2457250;nan;1443747200;BOG;ES;MAD;nan
29Z6GR;1416199168;nan;20;2456849;nan;1416345344;SEA;CA;JED;nan
Y0AN3I;1436809728;nan;40;2457141;nan;1437183872;LJU;CZ;PRG;nan
9AU4HX;1449119872;B;40;2457330;nan;1450006656;NLD;DE;STR;nan
EQT4H7;1414626688;nan;40;2456882;nan;1413193216;PRG;NO;CPH;nan
BKFVWU;1443930624;nan;40;2457272;nan;1443887872;BRU;RO;OTP;nan
AEK8R0;1442130688;nan;40;2457229;nan;1442620288;AGP;FI;HEL;nan
